timestamp,node_id,latency_ms,packet_drop_rate_percent,traffic_volume_gb
2026-06-08T15:52:52.726046,UPF-02,19.87,0.09,147.04
2026-06-08T16:07:52.726046,AMF-01,10.56,0.08,172.71
2026-06-08T16:07:52.726046,AMF-02,19.12,0.01,154.39
2026-06-08T16:07:52.726046,SMF-01,16.67,0.04,56.29
2026-06-08T16:07:52.726046,UPF-01,19.87,0.05,94.07
2026-06-08T16:07:52.726046,UPF-02,18.47,0.0,114.23
2026-06-08T16:22:52.726046,AMF-01,12.96,0.07,84.08
2026-06-08T16:22:52.726046,AMF-02,12.85,0.05,103.37
2026-06-08T16:22:52.726046,SMF-01,12.59,0.04,73.33
2026-06-08T16:22:52.726046,UPF-01,15.97,0.0,132.71
2026-06-08T16:22:52.726046,UPF-02,18.25,0.07,62.48
2026-06-08T16:37:52.726046,AMF-01,17.86,0.0,52.22
2026-06-08T16:37:52.726046,AMF-02,16.92,0.06,63.89
2026-06-08T16:37:52.726046,SMF-01,17.14,0.0,113.03
2026-06-08T16:37:52.726046,UPF-01,19.16,0.04,101.53
2026-06-08T16:37:52.726046,UPF-02,18.13,0.1,185.49
2026-06-08T16:52:52.726046,AMF-01,12.34,0.01,108.51
2026-06-08T16:52:52.726046,AMF-02,10.51,0.01,110.35
2026-06-08T16:52:52.726046,SMF-01,15.49,0.04,143.02
2026-06-08T16:52:52.726046,UPF-01,15.01,0.09,194.04
2026-06-08T16:52:52.726046,UPF-02,10.64,0.04,70.7
2026-06-08T17:07:52.726046,AMF-01,15.47,0.02,133.12
2026-06-08T17:07:52.726046,AMF-02,13.22,0.1,52.0
2026-06-08T17:07:52.726046,SMF-01,13.21,0.0,60.67
2026-06-08T17:07:52.726046,UPF-01,15.56,0.05,160.02
2026-06-08T17:07:52.726046,UPF-02,13.12,0.02,160.54
2026-06-08T17:22:52.726046,AMF-01,14.96,0.03,90.54
2026-06-08T17:22:52.726046,AMF-02,12.81,0.05,50.71
2026-06-08T17:22:52.726046,SMF-01,19.98,0.01,175.72
2026-06-08T17:22:52.726046,UPF-01,13.24,0.08,198.11
2026-06-08T17:22:52.726046,UPF-02,16.34,0.07,99.05
2026-06-08T17:37:52.726046,AMF-01,12.07,0.09,50.4
2026-06-08T17:37:52.726046,AMF-02,12.78,0.05,153.3
2026-06-08T17:37:52.726046,SMF-01,12.46,0.08,124.11
2026-06-08T17:37:52.726046,UPF-01,14.07,0.01,101.46
2026-06-08T17:37:52.726046,UPF-02,16.78,0.07,105.58
2026-06-08T17:52:52.726046,AMF-01,10.34,0.01,175.55
2026-06-08T17:52:52.726046,AMF-02,17.17,0.09,96.18
2026-06-08T17:52:52.726046,SMF-01,19.54,0.08,198.95
2026-06-08T17:52:52.726046,UPF-01,17.5,0.04,69.18
2026-06-08T17:52:52.726046,UPF-02,10.39,0.03,105.66
2026-06-08T18:07:52.726046,AMF-01,14.49,0.08,102.5
2026-06-08T18:07:52.726046,AMF-02,11.12,0.05,174.84
2026-06-08T18:07:52.726046,SMF-01,17.07,0.05,95.01
2026-06-08T18:07:52.726046,UPF-01,10.2,0.07,79.11
2026-06-08T18:07:52.726046,UPF-02,16.57,0.09,81.74
2026-06-08T18:22:52.726046,AMF-01,16.88,0.07,134.91
2026-06-08T18:22:52.726046,AMF-02,15.26,0.03,62.95
2026-06-08T18:22:52.726046,SMF-01,14.88,0.06,119.3
2026-06-08T18:22:52.726046,UPF-01,11.64,0.1,124.53
2026-06-08T18:22:52.726046,UPF-02,13.13,0.08,111.51
2026-06-08T18:37:52.726046,AMF-01,15.32,0.04,64.55
2026-06-08T18:37:52.726046,AMF-02,12.17,0.09,50.59
2026-06-08T18:37:52.726046,SMF-01,15.09,0.0,132.76
2026-06-08T18:37:52.726046,UPF-01,12.67,0.04,145.82
2026-06-08T18:37:52.726046,UPF-02,16.25,0.01,86.87
2026-06-08T18:52:52.726046,AMF-01,18.33,0.0,140.29
2026-06-08T18:52:52.726046,AMF-02,18.77,0.09,134.61
2026-06-08T18:52:52.726046,SMF-01,15.71,0.07,147.6
2026-06-08T18:52:52.726046,UPF-01,12.15,0.01,112.02
2026-06-08T18:52:52.726046,UPF-02,10.4,0.02,133.03
2026-06-08T19:07:52.726046,AMF-01,14.49,0.02,134.99
2026-06-08T19:07:52.726046,AMF-02,15.98,0.03,178.06
2026-06-08T19:07:52.726046,SMF-01,12.68,0.08,51.84
2026-06-08T19:07:52.726046,UPF-01,18.3,0.04,172.19
2026-06-08T19:07:52.726046,UPF-02,15.32,0.02,83.54
2026-06-08T19:22:52.726046,AMF-01,18.79,0.04,161.54
2026-06-08T19:22:52.726046,AMF-02,13.07,0.01,96.02
2026-06-08T19:22:52.726046,SMF-01,12.91,0.06,140.64
2026-06-08T19:22:52.726046,UPF-01,11.18,0.05,189.53
2026-06-08T19:22:52.726046,UPF-02,12.22,0.01,182.34
2026-06-08T19:37:52.726046,AMF-01,12.43,0.09,68.42
2026-06-08T19:37:52.726046,AMF-02,18.78,0.09,83.22
2026-06-08T19:37:52.726046,SMF-01,17.88,0.03,186.51
2026-06-08T19:37:52.726046,UPF-01,13.72,0.01,88.03
2026-06-08T19:37:52.726046,UPF-02,11.26,0.01,141.53
2026-06-08T19:52:52.726046,AMF-01,109.4,2.0,155.76
2026-06-08T19:52:52.726046,AMF-02,14.91,0.04,185.8
2026-06-08T19:52:52.726046,SMF-01,14.4,0.07,119.79
2026-06-08T19:52:52.726046,UPF-01,11.59,0.05,83.86
2026-06-08T19:52:52.726046,UPF-02,18.6,0.1,179.27
2026-06-08T20:07:52.726046,AMF-01,140.67,3.98,152.99
2026-06-08T20:07:52.726046,AMF-02,11.04,0.08,130.25
2026-06-08T20:07:52.726046,SMF-01,18.46,0.06,167.29
2026-06-08T20:07:52.726046,UPF-01,13.61,0.08,58.58
2026-06-08T20:07:52.726046,UPF-02,12.33,0.04,56.45
2026-06-08T20:22:52.726046,AMF-01,128.31,4.41,55.96
2026-06-08T20:22:52.726046,AMF-02,18.21,0.07,113.63
2026-06-08T20:22:52.726046,SMF-01,16.51,0.08,150.94
2026-06-08T20:22:52.726046,UPF-01,13.58,0.05,176.33
2026-06-08T20:22:52.726046,UPF-02,10.27,0.05,158.11
2026-06-08T20:37:52.726046,AMF-01,149.03,2.18,174.83
2026-06-08T20:37:52.726046,AMF-02,15.22,0.1,83.99
2026-06-08T20:37:52.726046,SMF-01,12.6,0.01,181.32
2026-06-08T20:37:52.726046,UPF-01,19.35,0.0,97.61
2026-06-08T20:37:52.726046,UPF-02,18.05,0.03,138.33
2026-06-08T20:52:52.726046,AMF-01,96.46,3.6,95.79
2026-06-08T20:52:52.726046,AMF-02,12.94,0.0,139.26
2026-06-08T20:52:52.726046,SMF-01,13.53,0.08,100.39
2026-06-08T20:52:52.726046,UPF-01,12.41,0.01,63.66
2026-06-08T20:52:52.726046,UPF-02,15.28,0.06,106.74
2026-06-08T21:07:52.726046,AMF-01,114.96,4.15,128.82
2026-06-08T21:07:52.726046,AMF-02,18.37,0.05,89.04
2026-06-08T21:07:52.726046,SMF-01,17.82,0.06,94.58
2026-06-08T21:07:52.726046,UPF-01,17.18,0.02,115.03
2026-06-08T21:07:52.726046,UPF-02,19.82,0.03,114.07
2026-06-08T21:22:52.726046,AMF-01,100.94,4.15,143.19
2026-06-08T21:22:52.726046,AMF-02,10.63,0.01,63.77
2026-06-08T21:22:52.726046,SMF-01,15.14,0.05,53.18
2026-06-08T21:22:52.726046,UPF-01,15.5,0.05,183.27
2026-06-08T21:22:52.726046,UPF-02,14.68,0.02,142.2
2026-06-08T21:37:52.726046,AMF-01,11.04,0.07,184.02
2026-06-08T21:37:52.726046,AMF-02,19.36,0.02,161.76
2026-06-08T21:37:52.726046,SMF-01,17.46,0.05,129.22
2026-06-08T21:37:52.726046,UPF-01,15.69,0.06,154.96
2026-06-08T21:37:52.726046,UPF-02,18.38,0.02,64.54
2026-06-08T21:52:52.726046,AMF-01,15.44,0.09,180.91
2026-06-08T21:52:52.726046,AMF-02,13.83,0.04,113.52
2026-06-08T21:52:52.726046,SMF-01,16.77,0.08,52.05
2026-06-08T21:52:52.726046,UPF-01,15.56,0.06,157.1
2026-06-08T21:52:52.726046,UPF-02,14.22,0.01,199.65
2026-06-08T22:07:52.726046,AMF-01,17.18,0.08,51.83
2026-06-08T22:07:52.726046,AMF-02,13.72,0.04,93.82
2026-06-08T22:07:52.726046,SMF-01,15.94,0.05,122.48
2026-06-08T22:07:52.726046,UPF-01,14.1,0.01,81.76
2026-06-08T22:07:52.726046,UPF-02,12.47,0.04,84.58
2026-06-08T22:22:52.726046,AMF-01,12.82,0.07,164.71
2026-06-08T22:22:52.726046,AMF-02,17.2,0.09,156.91
2026-06-08T22:22:52.726046,SMF-01,14.88,0.02,149.15
2026-06-08T22:22:52.726046,UPF-01,15.31,0.02,153.73
2026-06-08T22:22:52.726046,UPF-02,16.46,0.07,157.38
2026-06-08T22:37:52.726046,AMF-01,17.65,0.08,125.61
2026-06-08T22:37:52.726046,AMF-02,14.59,0.08,162.82
2026-06-08T22:37:52.726046,SMF-01,12.38,0.07,141.02
2026-06-08T22:37:52.726046,UPF-01,16.83,0.04,51.83
2026-06-08T22:37:52.726046,UPF-02,19.54,0.02,90.15
2026-06-08T22:52:52.726046,AMF-01,11.77,0.09,157.07
2026-06-08T22:52:52.726046,AMF-02,19.42,0.05,77.05
2026-06-08T22:52:52.726046,SMF-01,10.71,0.09,136.43
2026-06-08T22:52:52.726046,UPF-01,19.45,0.0,172.63
2026-06-08T22:52:52.726046,UPF-02,15.22,0.1,151.62
2026-06-08T23:07:52.726046,AMF-01,15.4,0.07,72.13
2026-06-08T23:07:52.726046,AMF-02,14.77,0.08,187.47
2026-06-08T23:07:52.726046,SMF-01,16.39,0.04,135.76
2026-06-08T23:07:52.726046,UPF-01,18.55,0.09,171.26
2026-06-08T23:07:52.726046,UPF-02,18.72,0.09,143.13
2026-06-08T23:22:52.726046,AMF-01,19.93,0.01,71.0
2026-06-08T23:22:52.726046,AMF-02,11.63,0.02,53.46
2026-06-08T23:22:52.726046,SMF-01,13.14,0.1,129.68
2026-06-08T23:22:52.726046,UPF-01,16.7,0.09,51.5
2026-06-08T23:22:52.726046,UPF-02,13.56,0.08,69.82
2026-06-08T23:37:52.726046,AMF-01,19.27,0.02,155.36
2026-06-08T23:37:52.726046,AMF-02,12.06,0.08,55.55
2026-06-08T23:37:52.726046,SMF-01,15.24,0.09,191.16
2026-06-08T23:37:52.726046,UPF-01,10.52,0.02,114.05
2026-06-08T23:37:52.726046,UPF-02,17.58,0.01,161.63
2026-06-08T23:52:52.726046,AMF-01,14.19,0.09,196.6
2026-06-08T23:52:52.726046,AMF-02,18.91,0.03,82.69
2026-06-08T23:52:52.726046,SMF-01,17.89,0.01,143.13
2026-06-08T23:52:52.726046,UPF-01,16.62,0.1,119.16
2026-06-08T23:52:52.726046,UPF-02,10.4,0.05,118.92
2026-06-09T00:07:52.726046,AMF-01,11.08,0.06,74.22
2026-06-09T00:07:52.726046,AMF-02,18.2,0.02,197.66
2026-06-09T00:07:52.726046,SMF-01,19.14,0.05,76.39
2026-06-09T00:07:52.726046,UPF-01,15.35,0.09,146.77
2026-06-09T00:07:52.726046,UPF-02,16.11,0.01,166.21
2026-06-09T00:22:52.726046,AMF-01,17.01,0.03,87.75
2026-06-09T00:22:52.726046,AMF-02,13.39,0.0,114.12
2026-06-09T00:22:52.726046,SMF-01,11.82,0.07,56.53
2026-06-09T00:22:52.726046,UPF-01,19.34,0.02,56.76
2026-06-09T00:22:52.726046,UPF-02,15.72,0.07,138.52
2026-06-09T00:37:52.726046,AMF-01,16.18,0.03,113.38
2026-06-09T00:37:52.726046,AMF-02,13.92,0.05,176.97
2026-06-09T00:37:52.726046,SMF-01,10.91,0.01,122.76
2026-06-09T00:37:52.726046,UPF-01,10.42,0.06,134.59
2026-06-09T00:37:52.726046,UPF-02,17.73,0.07,169.69
2026-06-09T00:52:52.726046,AMF-01,10.61,0.03,195.01
2026-06-09T00:52:52.726046,AMF-02,16.03,0.02,146.03
2026-06-09T00:52:52.726046,SMF-01,17.28,0.07,196.66
2026-06-09T00:52:52.726046,UPF-01,18.03,0.02,159.89
2026-06-09T00:52:52.726046,UPF-02,12.2,0.06,108.58
2026-06-09T01:07:52.726046,AMF-01,14.71,0.01,89.94
2026-06-09T01:07:52.726046,AMF-02,14.62,0.02,172.06
2026-06-09T01:07:52.726046,SMF-01,19.95,0.02,146.72
2026-06-09T01:07:52.726046,UPF-01,11.77,0.07,119.04
2026-06-09T01:07:52.726046,UPF-02,13.57,0.04,176.77
2026-06-09T01:22:52.726046,AMF-01,17.28,0.06,62.87
2026-06-09T01:22:52.726046,AMF-02,10.84,0.06,71.95
2026-06-09T01:22:52.726046,SMF-01,17.71,0.03,165.28
2026-06-09T01:22:52.726046,UPF-01,14.84,0.06,155.49
2026-06-09T01:22:52.726046,UPF-02,18.62,0.07,50.81
2026-06-09T01:37:52.726046,AMF-01,18.03,0.02,63.69
2026-06-09T01:37:52.726046,AMF-02,16.83,0.04,86.29
2026-06-09T01:37:52.726046,SMF-01,19.35,0.08,159.42
2026-06-09T01:37:52.726046,UPF-01,18.19,0.01,161.18
2026-06-09T01:37:52.726046,UPF-02,17.49,0.1,192.05
2026-06-09T01:52:52.726046,AMF-01,12.75,0.05,145.52
2026-06-09T01:52:52.726046,AMF-02,10.59,0.03,109.55
2026-06-09T01:52:52.726046,SMF-01,13.55,0.07,167.1
2026-06-09T01:52:52.726046,UPF-01,17.12,0.03,122.91
2026-06-09T01:52:52.726046,UPF-02,18.25,0.0,175.59
2026-06-09T02:07:52.726046,AMF-01,16.56,0.06,71.59
2026-06-09T02:07:52.726046,AMF-02,16.17,0.03,114.73
2026-06-09T02:07:52.726046,SMF-01,12.46,0.0,194.73
2026-06-09T02:07:52.726046,UPF-01,13.95,0.07,95.29
2026-06-09T02:07:52.726046,UPF-02,19.82,0.09,195.27
2026-06-09T02:22:52.726046,AMF-01,18.62,0.02,185.06
2026-06-09T02:22:52.726046,AMF-02,10.67,0.02,189.26
2026-06-09T02:22:52.726046,SMF-01,16.98,0.09,183.9
2026-06-09T02:22:52.726046,UPF-01,14.29,0.07,161.83
2026-06-09T02:22:52.726046,UPF-02,19.16,0.06,155.08
2026-06-09T02:37:52.726046,AMF-01,15.35,0.09,140.43
2026-06-09T02:37:52.726046,AMF-02,17.94,0.02,120.15
2026-06-09T02:37:52.726046,SMF-01,13.14,0.02,136.66
2026-06-09T02:37:52.726046,UPF-01,16.97,0.01,192.33
2026-06-09T02:37:52.726046,UPF-02,11.73,0.09,141.29
2026-06-09T02:52:52.726046,AMF-01,17.14,0.01,168.83
2026-06-09T02:52:52.726046,AMF-02,10.57,0.04,119.71
2026-06-09T02:52:52.726046,SMF-01,14.39,0.04,108.55
2026-06-09T02:52:52.726046,UPF-01,14.67,0.09,100.92
2026-06-09T02:52:52.726046,UPF-02,13.97,0.09,150.78
2026-06-09T03:07:52.726046,AMF-01,10.02,0.02,161.42
2026-06-09T03:07:52.726046,AMF-02,17.38,0.1,148.35
2026-06-09T03:07:52.726046,SMF-01,19.49,0.01,94.34
2026-06-09T03:07:52.726046,UPF-01,18.34,0.1,179.72
2026-06-09T03:07:52.726046,UPF-02,17.01,0.07,126.93
2026-06-09T03:22:52.726046,AMF-01,14.16,0.05,198.68
2026-06-09T03:22:52.726046,AMF-02,10.86,0.1,145.46
2026-06-09T03:22:52.726046,SMF-01,18.3,0.06,58.9
2026-06-09T03:22:52.726046,UPF-01,10.79,0.09,105.01
2026-06-09T03:22:52.726046,UPF-02,10.58,0.0,107.32
2026-06-09T03:37:52.726046,AMF-01,18.52,0.07,196.08
2026-06-09T03:37:52.726046,AMF-02,16.14,0.0,64.77
2026-06-09T03:37:52.726046,SMF-01,11.46,0.06,122.05
2026-06-09T03:37:52.726046,UPF-01,18.28,0.09,118.63
2026-06-09T03:37:52.726046,UPF-02,14.66,0.07,187.25
2026-06-09T03:52:52.726046,AMF-01,14.77,0.09,60.12
2026-06-09T03:52:52.726046,AMF-02,17.86,0.02,69.41
2026-06-09T03:52:52.726046,SMF-01,14.36,0.04,196.3
2026-06-09T03:52:52.726046,UPF-01,15.43,0.06,109.02
2026-06-09T03:52:52.726046,UPF-02,12.18,0.08,150.01
2026-06-09T04:07:52.726046,AMF-01,18.59,0.02,171.21
2026-06-09T04:07:52.726046,AMF-02,18.86,0.07,176.43
2026-06-09T04:07:52.726046,SMF-01,10.79,0.01,175.48
2026-06-09T04:07:52.726046,UPF-01,16.92,0.07,173.74
2026-06-09T04:07:52.726046,UPF-02,16.86,0.01,187.16
2026-06-09T04:22:52.726046,AMF-01,15.75,0.02,75.14
2026-06-09T04:22:52.726046,AMF-02,13.42,0.05,195.49
2026-06-09T04:22:52.726046,SMF-01,13.02,0.01,90.93
2026-06-09T04:22:52.726046,UPF-01,19.62,0.0,187.29
2026-06-09T04:22:52.726046,UPF-02,11.15,0.02,85.42
2026-06-09T04:37:52.726046,AMF-01,10.67,0.05,60.42
2026-06-09T04:37:52.726046,AMF-02,14.46,0.04,110.72
2026-06-09T04:37:52.726046,SMF-01,10.1,0.07,104.51
2026-06-09T04:37:52.726046,UPF-01,19.69,0.08,82.88
2026-06-09T04:37:52.726046,UPF-02,13.83,0.08,84.39
2026-06-09T04:52:52.726046,AMF-01,12.67,0.01,157.22
2026-06-09T04:52:52.726046,AMF-02,17.43,0.09,142.8
2026-06-09T04:52:52.726046,SMF-01,12.7,0.02,81.13
2026-06-09T04:52:52.726046,UPF-01,14.26,0.02,58.14
2026-06-09T04:52:52.726046,UPF-02,12.55,0.05,148.6
2026-06-09T05:07:52.726046,AMF-01,18.66,0.07,171.2
2026-06-09T05:07:52.726046,AMF-02,17.74,0.09,86.23
2026-06-09T05:07:52.726046,SMF-01,13.79,0.1,96.36
2026-06-09T05:07:52.726046,UPF-01,19.15,0.1,171.38
2026-06-09T05:07:52.726046,UPF-02,14.93,0.07,101.82
2026-06-09T05:22:52.726046,AMF-01,14.91,0.01,143.27
2026-06-09T05:22:52.726046,AMF-02,18.99,0.05,54.92
2026-06-09T05:22:52.726046,SMF-01,15.25,0.05,187.72
2026-06-09T05:22:52.726046,UPF-01,10.6,0.04,89.21
2026-06-09T05:22:52.726046,UPF-02,18.4,0.07,83.83
2026-06-09T05:37:52.726046,AMF-01,12.94,0.01,102.46
2026-06-09T05:37:52.726046,AMF-02,10.79,0.05,64.5
2026-06-09T05:37:52.726046,SMF-01,19.03,0.02,153.17
2026-06-09T05:37:52.726046,UPF-01,19.88,0.09,88.42
2026-06-09T05:37:52.726046,UPF-02,17.06,0.06,137.39
2026-06-09T05:52:52.726046,AMF-01,13.15,0.02,78.51
2026-06-09T05:52:52.726046,AMF-02,17.63,0.08,109.44
2026-06-09T05:52:52.726046,SMF-01,18.41,0.08,160.13
2026-06-09T05:52:52.726046,UPF-01,16.18,0.05,160.02
2026-06-09T05:52:52.726046,UPF-02,10.13,0.01,143.27
2026-06-09T06:07:52.726046,AMF-01,10.92,0.09,199.2
2026-06-09T06:07:52.726046,AMF-02,14.45,0.04,62.42
2026-06-09T06:07:52.726046,SMF-01,17.86,0.04,57.32
2026-06-09T06:07:52.726046,UPF-01,16.67,0.08,180.92
2026-06-09T06:07:52.726046,UPF-02,15.18,0.02,171.74
2026-06-09T06:22:52.726046,AMF-01,18.2,0.09,80.51
2026-06-09T06:22:52.726046,AMF-02,15.69,0.01,134.28
2026-06-09T06:22:52.726046,SMF-01,13.27,0.02,71.39
2026-06-09T06:22:52.726046,UPF-01,14.79,0.06,93.81
2026-06-09T06:22:52.726046,UPF-02,14.87,0.04,121.74
2026-06-09T06:37:52.726046,AMF-01,10.4,0.05,153.75
2026-06-09T06:37:52.726046,AMF-02,13.3,0.08,117.54
2026-06-09T06:37:52.726046,SMF-01,19.96,0.06,154.23
2026-06-09T06:37:52.726046,UPF-01,13.37,0.04,86.63
2026-06-09T06:37:52.726046,UPF-02,16.92,0.02,112.9
2026-06-09T06:52:52.726046,AMF-01,18.24,0.04,136.42
2026-06-09T06:52:52.726046,AMF-02,11.84,0.02,185.48
2026-06-09T06:52:52.726046,SMF-01,11.38,0.1,132.69
2026-06-09T06:52:52.726046,UPF-01,19.56,0.08,100.66
2026-06-09T06:52:52.726046,UPF-02,11.9,0.04,53.85
2026-06-09T07:07:52.726046,AMF-01,15.91,0.04,105.98
2026-06-09T07:07:52.726046,AMF-02,11.82,0.03,71.27
2026-06-09T07:07:52.726046,SMF-01,17.03,0.01,68.87
2026-06-09T07:07:52.726046,UPF-01,12.83,0.06,154.53
2026-06-09T07:07:52.726046,UPF-02,11.63,0.03,129.13
2026-06-09T07:22:52.726046,AMF-01,17.92,0.0,177.11
2026-06-09T07:22:52.726046,AMF-02,15.23,0.01,133.12
2026-06-09T07:22:52.726046,SMF-01,13.25,0.08,87.85
2026-06-09T07:22:52.726046,UPF-01,11.73,0.01,95.78
2026-06-09T07:22:52.726046,UPF-02,12.8,0.08,80.86
2026-06-09T07:37:52.726046,AMF-01,17.94,0.02,117.59
2026-06-09T07:37:52.726046,AMF-02,19.92,0.02,66.51
2026-06-09T07:37:52.726046,SMF-01,17.41,0.03,182.36
2026-06-09T07:37:52.726046,UPF-01,17.07,0.04,129.46
2026-06-09T07:37:52.726046,UPF-02,12.44,0.01,171.44
2026-06-09T07:52:52.726046,AMF-01,18.48,0.02,119.17
2026-06-09T07:52:52.726046,AMF-02,18.31,0.09,66.53
2026-06-09T07:52:52.726046,SMF-01,18.49,0.01,101.93
2026-06-09T07:52:52.726046,UPF-01,16.29,0.07,102.28
2026-06-09T07:52:52.726046,UPF-02,13.51,0.05,96.51
2026-06-09T08:07:52.726046,AMF-01,10.82,0.07,160.95
2026-06-09T08:07:52.726046,AMF-02,10.07,0.09,68.83
2026-06-09T08:07:52.726046,SMF-01,15.66,0.08,126.69
2026-06-09T08:07:52.726046,UPF-01,17.63,0.04,180.78
2026-06-09T08:07:52.726046,UPF-02,19.69,0.02,130.27
2026-06-09T08:22:52.726046,AMF-01,12.38,0.1,148.86
2026-06-09T08:22:52.726046,AMF-02,12.08,0.03,149.49
2026-06-09T08:22:52.726046,SMF-01,11.8,0.04,102.69
2026-06-09T08:22:52.726046,UPF-01,15.93,0.03,151.61
2026-06-09T08:22:52.726046,UPF-02,16.37,0.06,168.69
2026-06-09T08:37:52.726046,AMF-01,16.9,0.04,52.45
2026-06-09T08:37:52.726046,AMF-02,18.96,0.07,157.11
2026-06-09T08:37:52.726046,SMF-01,19.88,0.05,133.33
2026-06-09T08:37:52.726046,UPF-01,16.93,0.0,57.29
2026-06-09T08:37:52.726046,UPF-02,16.6,0.01,155.71
2026-06-09T08:52:52.726046,AMF-01,11.7,0.04,151.05
2026-06-09T08:52:52.726046,AMF-02,15.88,0.04,171.19
2026-06-09T08:52:52.726046,SMF-01,13.45,0.01,163.64
2026-06-09T08:52:52.726046,UPF-01,10.2,0.06,127.74
2026-06-09T08:52:52.726046,UPF-02,16.85,0.03,193.8
2026-06-09T09:07:52.726046,AMF-01,16.78,0.03,101.66
2026-06-09T09:07:52.726046,AMF-02,15.16,0.02,78.57
2026-06-09T09:07:52.726046,SMF-01,16.78,0.05,94.02
2026-06-09T09:07:52.726046,UPF-01,19.17,0.0,158.33
2026-06-09T09:07:52.726046,UPF-02,16.92,0.06,158.33
2026-06-09T09:22:52.726046,AMF-01,17.85,0.01,176.42
2026-06-09T09:22:52.726046,AMF-02,14.91,0.07,149.24
2026-06-09T09:22:52.726046,SMF-01,19.69,0.03,136.31
2026-06-09T09:22:52.726046,UPF-01,11.25,0.0,104.03
2026-06-09T09:22:52.726046,UPF-02,16.99,0.04,90.77
2026-06-09T09:37:52.726046,AMF-01,12.36,0.03,54.22
2026-06-09T09:37:52.726046,AMF-02,17.69,0.05,188.5
2026-06-09T09:37:52.726046,SMF-01,13.72,0.0,184.03
2026-06-09T09:37:52.726046,UPF-01,17.93,0.04,92.27
2026-06-09T09:37:52.726046,UPF-02,18.25,0.01,133.55
2026-06-09T09:52:52.726046,AMF-01,13.83,0.05,157.24
2026-06-09T09:52:52.726046,AMF-02,11.88,0.01,117.84
2026-06-09T09:52:52.726046,SMF-01,18.44,0.08,133.19
2026-06-09T09:52:52.726046,UPF-01,11.95,0.0,184.77
2026-06-09T09:52:52.726046,UPF-02,14.09,0.07,113.62
2026-06-09T10:07:52.726046,AMF-01,15.19,0.03,155.32
2026-06-09T10:07:52.726046,AMF-02,14.8,0.08,63.59
2026-06-09T10:07:52.726046,SMF-01,13.05,0.09,84.71
2026-06-09T10:07:52.726046,UPF-01,15.46,0.02,90.78
2026-06-09T10:07:52.726046,UPF-02,10.16,0.08,179.91
2026-06-09T10:22:52.726046,AMF-01,16.62,0.01,51.63
2026-06-09T10:22:52.726046,AMF-02,14.89,0.04,129.7
2026-06-09T10:22:52.726046,SMF-01,14.45,0.05,50.84
2026-06-09T10:22:52.726046,UPF-01,16.35,0.07,61.11
2026-06-09T10:22:52.726046,UPF-02,12.11,0.08,67.65
2026-06-09T10:37:52.726046,AMF-01,12.03,0.01,116.92
2026-06-09T10:37:52.726046,AMF-02,16.4,0.09,116.84
2026-06-09T10:37:52.726046,SMF-01,12.5,0.01,171.57
2026-06-09T10:37:52.726046,UPF-01,13.82,0.09,134.88
2026-06-09T10:37:52.726046,UPF-02,18.98,0.03,163.65
2026-06-09T10:52:52.726046,AMF-01,17.35,0.05,117.17
2026-06-09T10:52:52.726046,AMF-02,14.33,0.04,78.33
2026-06-09T10:52:52.726046,SMF-01,10.37,0.08,150.01
2026-06-09T10:52:52.726046,UPF-01,17.06,0.04,106.23
2026-06-09T10:52:52.726046,UPF-02,15.02,0.01,153.22
2026-06-09T11:07:52.726046,AMF-01,18.03,0.06,50.5
2026-06-09T11:07:52.726046,AMF-02,16.32,0.03,120.36
2026-06-09T11:07:52.726046,SMF-01,12.75,0.01,127.31
2026-06-09T11:07:52.726046,UPF-01,18.6,0.06,128.13
2026-06-09T11:07:52.726046,UPF-02,12.76,0.03,104.19
2026-06-09T11:22:52.726046,AMF-01,19.32,0.09,151.94
2026-06-09T11:22:52.726046,AMF-02,16.48,0.01,86.32
2026-06-09T11:22:52.726046,SMF-01,18.77,0.05,188.47
2026-06-09T11:22:52.726046,UPF-01,10.1,0.03,117.7
2026-06-09T11:22:52.726046,UPF-02,19.06,0.08,92.98
2026-06-09T11:37:52.726046,AMF-01,17.49,0.03,74.57
2026-06-09T11:37:52.726046,AMF-02,19.28,0.05,191.21
2026-06-09T11:37:52.726046,SMF-01,19.03,0.02,134.95
2026-06-09T11:37:52.726046,UPF-01,18.77,0.09,88.05
2026-06-09T11:37:52.726046,UPF-02,18.66,0.0,75.11
2026-06-09T11:52:52.726046,AMF-01,12.24,0.08,74.39
2026-06-09T11:52:52.726046,AMF-02,13.01,0.0,67.19
2026-06-09T11:52:52.726046,SMF-01,18.68,0.06,62.44
2026-06-09T11:52:52.726046,UPF-01,14.51,0.08,142.42
2026-06-09T11:52:52.726046,UPF-02,13.41,0.0,69.42
2026-06-09T12:07:52.726046,AMF-01,10.38,0.1,101.56
2026-06-09T12:07:52.726046,AMF-02,14.45,0.05,76.82
2026-06-09T12:07:52.726046,SMF-01,14.35,0.06,112.17
2026-06-09T12:07:52.726046,UPF-01,13.27,0.0,110.17
2026-06-09T12:07:52.726046,UPF-02,16.96,0.08,166.93
2026-06-09T12:22:52.726046,AMF-01,11.38,0.04,176.5
2026-06-09T12:22:52.726046,AMF-02,17.71,0.06,86.05
2026-06-09T12:22:52.726046,SMF-01,19.34,0.03,166.97
2026-06-09T12:22:52.726046,UPF-01,17.67,0.09,121.1
